Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method,Standardized Purchase Amount (USD),Year,Month,Weekday,Item Purchased Encoded,Payment Method Encoded
4105,Tank Top,62.0,2023-07-28,4.4,Credit Card,-0.8972324801150872,2023,7,4,42,1
4013,Wallet,107.0,2023-04-20,3.1880597014925374,Credit Card,0.0027046068744796137,2023,4,3,49,1
4108,Wallet,63.0,2022-12-27,2.0,Credit Card,-0.8772338781819857,2022,12,1,49,1
3995,Hoodie,69.0,2023-07-13,1.5,Credit Card,-0.7572422665833768,2023,7,3,15,1
4103,Jumpsuit,47.0,2022-12-22,3.6,Credit Card,-1.1972115091116093,2022,12,3,18,1
3958,Overalls,162.0,2022-12-29,1.1,Cash,1.1026277131950613,2022,12,3,23,0
4063,Backpack,120.0,2023-01-03,3.9,Credit Card,0.2626864320047989,2023,1,1,0,1
3968,Pajamas,47.0,2023-03-30,2.6,Credit Card,-1.1972115091116093,2023,3,3,24,1
3967,Sneakers,148.0,2022-10-06,4.1,Credit Card,0.8226472861316404,2022,10,3,35,1
4077,Handbag,54.0,2022-11-25,3.9,Credit Card,-1.057221295579899,2022,11,4,13,1
4086,Backpack,120.0,2023-07-02,3.6,Cash,0.2626864320047989,2023,7,6,0,0
3965,Bowtie,43.0,2023-01-03,1.5,Credit Card,-1.2772059168440153,2023,1,1,5,1
4065,Swimsuit,122.0,2023-03-31,2.0,Cash,0.3026836358710019,2023,3,4,40,0
4092,T-shirt,70.0,2023-09-06,4.0,Credit Card,-0.7372436646502752,2023,9,2,41,1
4057,Shorts,14.0,2023-08-23,1.7,Cash,-1.8571653729039583,2023,8,2,32,0
4079,Shorts,110.5,2023-04-27,2.4,Credit Card,0.07269971364033481,2023,4,3,32,1
3982,Hoodie,112.5,2022-12-27,4.2,Cash,0.11269691750653778,2022,12,1,15,0
4072,Shorts,144.0,2023-03-04,1.4,Credit Card,0.7426528783992346,2023,3,5,32,1
4083,Kimono,100.0,2023-05-18,1.3,Credit Card,-0.13728560665723077,2023,5,3,19,1
4018,Backpack,120.0,2022-12-29,3.0,Cash,0.2626864320047989,2022,12,3,0,0
3978,Wallet,102.0,2023-07-11,2.0,Credit Card,-0.09728840279102781,2023,7,1,49,1
4099,Trench Coat,37.0,2023-04-30,2.8,Cash,-1.3971975284426243,2023,4,6,44,0
3960,Gloves,66.0,2023-01-06,3.8,Cash,-0.8172380723826812,2023,1,4,12,0
4061,Jeans,21.0,2023-07-30,3.4,Credit Card,-1.717175159372248,2023,7,6,17,1
4012,Slippers,178.0,2023-02-07,1.6,Cash,1.4226053441246849,2023,2,1,34,0
3990,Sunglasses,127.0,2023-01-02,1.9,Cash,0.4026766455365093,2023,1,0,38,0
4048,Sunglasses,17.0,2023-08-28,2.5,Cash,-1.797169567104654,2023,8,0,38,0
4032,Onesie,116.0,2022-10-08,4.8,Credit Card,0.18269202427239298,2022,10,5,22,1
4018,Sneakers,112.0,2022-11-17,3.5,Credit Card,0.10269761653998703,2022,11,3,35,1
4122,Tank Top,37.0,2022-12-27,2.8,Cash,-1.3971975284426243,2022,12,1,42,0
3980,Poncho,123.0,2022-12-24,4.0,Credit Card,0.3226822378041034,2022,12,5,27,1
3961,Skirt,116.0,2023-02-04,1.6,Credit Card,0.18269202427239298,2023,2,5,33,1
4079,Slippers,120.5,2023-02-19,2.5,Cash,0.2726857329713496,2023,2,6,34,0
4035,Hat,26.0,2022-11-15,1.1,Credit Card,-1.6171821497067407,2022,11,1,14,1
3998,Pajamas,119.0,2023-02-26,2.2,Cash,0.24268783007169742,2023,2,6,24,0
4074,Onesie,159.0,2023-07-20,2.0,Credit Card,1.0426319073957568,2023,7,3,22,1
4103,Backpack,93.0,2023-07-22,4.0,Credit Card,-0.27727582018894115,2023,7,5,0,1
4106,Tank Top,162.0,2022-12-30,2.6,Cash,1.1026277131950613,2022,12,4,42,0
3963,Belt,126.0,2023-08-02,1.7,Credit Card,0.3826780436034078,2023,8,2,1,1
4073,Blazer,120.0,2022-10-07,1.6,Cash,0.2626864320047989,2022,10,4,2,0
4075,Sunglasses,80.0,2022-10-08,2.3,Credit Card,-0.5372576453192605,2022,10,5,38,1
3992,Blouse,177.0,2023-08-08,4.5,Cash,1.4026067421915835,2023,8,1,3,0
4060,Skirt,151.0,2023-09-26,1.7,Cash,0.8826430919309449,2023,9,1,33,0
4004,Leggings,65.0,2023-09-02,1.7,Cash,-0.8372366743157827,2023,9,5,20,0
4051,Jacket,68.0,2023-05-03,1.1,Credit Card,-0.7772408685164782,2023,5,2,16,1
4117,Romper,126.0,2023-04-21,2.4,Credit Card,0.3826780436034078,2023,4,4,29,1
4075,Polo Shirt,196.0,2022-12-28,1.9,Credit Card,1.7825801789205116,2022,12,2,26,1
4119,Hat,107.5,2023-09-22,4.1,Credit Card,0.012703907841030355,2023,9,4,14,1
3957,Vest,180.0,2023-05-17,3.6,Cash,1.462602547990888,2023,5,2,48,0
4117,Tank Top,49.0,2022-10-22,2.8,Credit Card,-1.1572143052454065,2022,10,5,42,1
3975,Jeans,131.0,2022-12-09,4.6,Credit Card,0.48267105326891524,2022,12,4,17,1
4055,Vest,106.5,2023-04-29,4.4,Credit Card,-0.0072946940920711285,2023,4,5,48,1
4042,Sun Hat,33.0,2023-04-24,3.1,Credit Card,-1.47719193617503,2023,4,0,37,1
4092,Polo Shirt,200.0,2022-10-02,1.8,Credit Card,1.8625745866529175,2022,10,6,26,1
3965,Flannel Shirt,43.0,2023-02-13,2.6,Cash,-1.2772059168440153,2023,2,0,10,0
4032,Kimono,160.0,2023-03-26,2.9636363636363634,Credit Card,1.0626305093288582,2023,3,6,19,1
4066,Jacket,153.0,2022-10-28,1.3,Credit Card,0.9226402957971479,2022,10,4,16,1
4026,Flannel Shirt,41.0,2023-07-26,3.1,Credit Card,-1.3172031207102184,2023,7,2,10,1
4113,Slippers,180.0,2023-04-04,4.5,Credit Card,1.462602547990888,2023,4,1,34,1
4095,Polo Shirt,118.0,2023-05-10,1.2,Credit Card,0.22268922813859593,2023,5,2,26,1
4104,Romper,194.0,2023-01-09,2.0,Cash,1.7425829750543087,2023,1,0,29,0
4010,Backpack,120.0,2023-01-04,4.0,Credit Card,0.2626864320047989,2023,1,2,0,1
3977,Shorts,89.0,2022-11-05,3.6,Cash,-0.3572702279213471,2022,11,5,32,0
4115,Tunic,157.0,2023-06-03,3.8,Cash,1.0026347035295538,2023,6,5,46,0
4042,Tunic,49.0,2023-02-24,1.2,Cash,-1.1572143052454065,2023,2,4,46,0
3971,Scarf,67.0,2023-08-29,3.2,Cash,-0.7972394704495798,2023,8,1,31,0
4088,Wallet,99.0,2022-10-22,3.1880597014925374,Credit Card,-0.15728420859033226,2022,10,5,49,1
4050,Shorts,104.0,2022-10-11,4.3,Credit Card,-0.057291198924824836,2022,10,1,32,1
3970,Hat,107.5,2023-01-28,2.883050847457627,Credit Card,0.012703907841030355,2023,1,5,14,1
3985,Loafers,67.0,2023-08-12,3.1,Credit Card,-0.7972394704495798,2023,8,5,21,1
4055,Tank Top,153.0,2022-11-09,3.1837837837837837,Cash,0.9226402957971479,2022,11,2,42,0
4050,Hat,169.0,2022-10-27,3.3,Cash,1.2426179267267716,2022,10,3,14,0
4076,T-shirt,174.0,2022-11-14,2.9,Credit Card,1.3426109363922791,2022,11,0,41,1
4115,Sun Hat,165.0,2023-07-23,4.1,Credit Card,1.1626235189943657,2023,7,6,37,1
3967,Bowtie,187.0,2023-01-22,3.5,Credit Card,1.6025927615225983,2023,1,6,5,1
4050,Leggings,56.0,2023-02-04,1.5,Credit Card,-1.017224091713696,2023,2,5,20,1
4050,Shorts,89.0,2023-04-09,2.9111111111111114,Credit Card,-0.3572702279213471,2023,4,6,32,1
4001,Dress,99.0,2023-01-12,3.2,Credit Card,-0.15728420859033226,2023,1,3,9,1
4122,Blouse,135.0,2023-07-04,2.9,Credit Card,0.5626654610013212,2023,7,1,3,1
4100,Sunglasses,154.0,2023-08-15,3.3,Credit Card,0.9426388977302493,2023,8,1,38,1
3974,Scarf,27.0,2022-12-31,1.4,Cash,-1.5971835477736391,2022,12,5,31,0
4100,Backpack,120.0,2022-12-09,4.1,Credit Card,0.2626864320047989,2022,12,4,0,1
4009,Coat,17.0,2022-12-23,4.2,Credit Card,-1.797169567104654,2022,12,4,8,1
3992,Hoodie,112.5,2023-03-03,2.8,Credit Card,0.11269691750653778,2023,3,4,15,1
4042,Sun Hat,106.0,2023-05-27,3.493333333333333,Credit Card,-0.01729399505862187,2023,5,5,37,1
4018,Sandals,97.0,2022-11-18,3.4,Cash,-0.19728141245653522,2022,11,4,30,0
4095,Tunic,124.0,2022-11-15,1.7,Cash,0.3426808397372048,2022,11,1,46,0
3986,Dress,93.0,2023-08-01,3.1,Cash,-0.27727582018894115,2023,8,1,9,0
4079,Hoodie,155.0,2023-01-23,2.2,Credit Card,0.9626374996633509,2023,1,0,15,1
4105,Shorts,23.0,2023-04-15,2.0,Credit Card,-1.677177955506045,2023,4,5,32,1
4010,Trench Coat,90.5,2022-10-04,3.2,Credit Card,-0.32727232502169484,2022,10,1,44,1
4014,Blazer,22.0,2023-09-22,2.8,Cash,-1.6971765574391464,2023,9,4,2,0
4039,Swimsuit,79.0,2022-10-25,4.8,Credit Card,-0.5572562472523619,2022,10,1,40,1
4047,Polo Shirt,118.0,2023-05-04,2.3,Credit Card,0.22268922813859593,2023,5,3,26,1
4025,Coat,123.0,2022-10-12,2.9,Credit Card,0.3226822378041034,2022,10,2,8,1
4085,Belt,65.0,2023-06-29,1.3,Credit Card,-0.8372366743157827,2023,6,3,1,1
4065,Wallet,39.0,2022-12-14,2.2,Cash,-1.3572003245764213,2022,12,2,49,0
4027,T-shirt,38.0,2023-05-26,2.8,Cash,-1.3771989265095228,2023,5,4,41,0
3970,Boots,183.0,2023-06-07,3.2,Credit Card,1.5225983537901924,2023,6,2,4,1
3973,Blazer,144.0,2023-09-04,4.1,Cash,0.7426528783992346,2023,9,0,2,0
4052,Dress,21.0,2022-10-21,1.9,Cash,-1.717175159372248,2022,10,4,9,0
4045,Flannel Shirt,163.0,2023-03-15,2.3,Cash,1.1226263151281628,2023,3,2,10,0
4072,Cardigan,112.0,2023-04-24,1.4,Credit Card,0.10269761653998703,2023,4,0,7,1
4081,Wallet,64.0,2023-02-22,3.4,Credit Card,-0.8572352762488842,2023,2,2,49,1
4085,Polo Shirt,75.0,2023-04-24,1.6,Credit Card,-0.6372506549847679,2023,4,0,26,1
4091,Bowtie,40.0,2022-11-27,4.1,Cash,-1.3372017226433197,2022,11,6,5,0
3988,Blouse,135.0,2023-09-17,4.4,Credit Card,0.5626654610013212,2023,9,6,3,1
4077,Sunglasses,54.0,2023-05-04,1.6,Cash,-1.057221295579899,2023,5,3,38,0
4093,Kimono,100.0,2022-10-30,4.9,Cash,-0.13728560665723077,2022,10,6,19,0
4093,Tank Top,68.0,2023-06-01,4.2,Cash,-0.7772408685164782,2023,6,3,42,0
4031,Leggings,181.0,2023-05-13,2.1,Cash,1.4826011499239895,2023,5,5,20,0
4072,Flannel Shirt,28.0,2022-12-07,2.9,Cash,-1.5771849458405376,2022,12,2,10,0
4115,Raincoat,199.0,2023-04-20,2.2,Credit Card,1.8425759847198162,2023,4,3,28,1
4051,Loafers,127.0,2023-02-23,2.3,Credit Card,0.4026766455365093,2023,2,3,21,1
3973,Polo Shirt,104.0,2023-01-21,4.0,Credit Card,-0.057291198924824836,2023,1,5,26,1
4005,Trench Coat,90.0,2023-09-29,2.7,Credit Card,-0.3372716259882456,2023,9,4,44,1
4074,Scarf,156.0,2023-06-28,2.7,Credit Card,0.9826361015964523,2023,6,2,31,1
3979,Tank Top,173.0,2023-04-01,2.6,Credit Card,1.3226123344591776,2023,4,5,42,1
3977,Skirt,39.0,2022-10-07,2.4,Credit Card,-1.3572003245764213,2022,10,4,33,1
4057,Wallet,93.0,2022-10-09,4.9,Cash,-0.27727582018894115,2022,10,6,49,0
4002,Dress,96.5,2023-07-22,1.1,Credit Card,-0.20728071342308596,2023,7,5,9,1
4030,Boots,127.0,2023-03-17,1.8,Cash,0.4026766455365093,2023,3,4,4,0
3976,Dress,102.0,2023-01-26,2.2,Cash,-0.09728840279102781,2023,1,3,9,0
3984,Socks,86.0,2023-05-27,2.3,Cash,-0.4172660337206515,2023,5,5,36,0
3999,Pants,72.0,2022-12-29,2.3,Credit Card,-0.6972464607840724,2022,12,3,25,1
4027,Blazer,112.0,2023-01-12,1.8,Credit Card,0.10269761653998703,2023,1,3,2,1
3985,Scarf,111.0,2023-02-17,3.0,Credit Card,0.08269901460688554,2023,2,4,31,1
3994,Blouse,200.0,2023-05-06,1.4,Credit Card,1.8625745866529175,2023,5,5,3,1
4084,Loafers,95.0,2022-11-17,2.3,Credit Card,-0.2372786163227382,2022,11,3,21,1
3995,Sun Hat,29.0,2023-05-17,3.9,Cash,-1.557186343907436,2023,5,2,37,0
4009,Scarf,39.0,2023-05-07,4.9,Credit Card,-1.3572003245764213,2023,5,6,31,1
4090,Slippers,59.0,2023-09-04,3.0860000000000003,Cash,-0.9572282859143916,2023,9,0,34,0
4117,Raincoat,99.0,2022-12-16,3.8,Credit Card,-0.15728420859033226,2022,12,4,28,1
3962,Sneakers,175.0,2023-01-24,2.9,Cash,1.3626095383253805,2023,1,1,35,0
4032,Blouse,70.0,2023-09-11,3.4,Cash,-0.7372436646502752,2023,9,0,3,0
4063,Camisole,100.5,2022-11-27,1.4,Credit Card,-0.12728630569068003,2022,11,6,6,1
4095,Flip-Flops,54.0,2023-01-15,2.1,Credit Card,-1.057221295579899,2023,1,6,11,1
3990,Belt,177.0,2023-01-11,4.7,Credit Card,1.4026067421915835,2023,1,2,1,1
4078,Jacket,119.0,2023-04-30,1.5,Credit Card,0.24268783007169742,2023,4,6,16,1
4045,Sun Hat,170.0,2022-11-29,2.3,Credit Card,1.2626165286598732,2022,11,1,37,1
4064,Sandals,154.0,2022-10-08,2.7,Cash,0.9426388977302493,2022,10,5,30,0
4070,Sandals,124.0,2023-08-27,1.6,Cash,0.3426808397372048,2023,8,6,30,0
4122,Pajamas,154.0,2023-08-14,1.8,Credit Card,0.9426388977302493,2023,8,0,24,1
3962,Backpack,169.0,2023-02-11,3.0636363636363635,Credit Card,1.2426179267267716,2023,2,5,0,1
4031,Coat,170.0,2023-02-23,3.3,Cash,1.2626165286598732,2023,2,3,8,0
4005,Vest,122.0,2023-10-01,2.0,Cash,0.3026836358710019,2023,10,6,48,0
3973,Overalls,104.5,2022-11-18,2.2,Cash,-0.0472918979582741,2022,11,4,23,0
3962,Hoodie,87.0,2023-05-12,2.982608695652174,Cash,-0.3972674317875501,2023,5,4,15,0
4016,Sandals,161.0,2023-03-04,1.3,Cash,1.0826291112619597,2023,3,5,30,0
4090,Umbrella,105.0,2022-12-11,3.8,Cash,-0.037292596991723354,2022,12,6,47,0
4122,Belt,89.0,2023-01-12,4.4,Credit Card,-0.3572702279213471,2023,1,3,1,1
4042,Tank Top,19.0,2022-11-21,2.8,Cash,-1.757172363238451,2022,11,0,42,0
4062,Pants,71.0,2023-04-19,1.7,Credit Card,-0.7172450627171738,2023,4,2,25,1
4105,Polo Shirt,29.0,2023-03-29,2.8,Cash,-1.557186343907436,2023,3,2,26,0
4044,Scarf,33.0,2023-02-20,3.7,Credit Card,-1.47719193617503,2023,2,0,31,1
4122,Jacket,139.0,2023-02-26,2.0,Credit Card,0.642659868733727,2023,2,6,16,1
4040,Handbag,158.0,2022-11-30,1.1,Cash,1.0226333054626553,2022,11,2,13,0
4081,Camisole,199.0,2023-01-10,2.6,Cash,1.8425759847198162,2023,1,1,6,0
4108,Sneakers,125.0,2023-05-25,2.9,Cash,0.3626794416703063,2023,5,3,35,0
4092,Handbag,156.0,2023-01-01,3.1698412698412697,Credit Card,0.9826361015964523,2023,1,6,13,1
4097,Tank Top,92.0,2023-05-27,4.7,Cash,-0.29727442212204264,2023,5,5,42,0
4070,Backpack,138.0,2023-05-30,1.1,Cash,0.6226612668006256,2023,5,1,0,0
4074,Socks,86.0,2023-09-04,1.1,Cash,-0.4172660337206515,2023,9,0,36,0
4034,Romper,107.0,2023-04-18,4.2,Cash,0.0027046068744796137,2023,4,1,29,0
4102,Swimsuit,122.0,2023-06-26,3.0,Credit Card,0.3026836358710019,2023,6,0,40,1
3990,Sunglasses,97.0,2023-04-05,3.5,Cash,-0.19728141245653522,2023,4,2,38,0
4035,Wallet,31.0,2023-06-03,3.3,Cash,-1.5171891400412332,2023,6,5,49,0
4000,Backpack,54.0,2023-05-05,4.1,Cash,-1.057221295579899,2023,5,4,0,0
4023,Trench Coat,90.5,2022-10-18,4.2,Credit Card,-0.32727232502169484,2022,10,1,44,1
4015,Loafers,122.0,2023-05-06,1.4,Cash,0.3026836358710019,2023,5,5,21,0
4080,Coat,166.0,2023-09-21,3.4,Credit Card,1.1826221209274672,2023,9,3,8,1
4052,Tie,111.0,2023-01-16,4.0,Credit Card,0.08269901460688554,2023,1,0,43,1
4030,Pants,82.0,2023-02-07,2.7,Cash,-0.4972604414530575,2023,2,1,25,0
3969,Leggings,96.0,2023-08-07,2.8,Cash,-0.2172800143896367,2023,8,0,20,0
3994,Belt,23.0,2023-02-28,4.0,Credit Card,-1.677177955506045,2023,2,1,1,1
4047,Pajamas,175.0,2023-01-02,1.3,Cash,1.3626095383253805,2023,1,0,24,0
4029,Jeans,94.0,2023-08-17,2.4,Cash,-0.25727721825583966,2023,8,3,17,0
4073,Loafers,127.0,2022-10-25,3.8,Credit Card,0.4026766455365093,2022,10,1,21,1
3999,Boots,82.0,2023-02-21,2.7,Cash,-0.4972604414530575,2023,2,1,4,0
4115,Jacket,178.0,2023-05-09,2.6677966101694914,Credit Card,1.4226053441246849,2023,5,1,16,1
3998,Sneakers,164.0,2022-11-06,1.0,Credit Card,1.1426249170612641,2022,11,6,35,1
4094,Shorts,95.0,2023-06-01,1.1,Credit Card,-0.2372786163227382,2023,6,3,32,1
4030,Polo Shirt,104.0,2023-03-18,2.7,Cash,-0.057291198924824836,2023,3,5,26,0
4003,Shorts,99.0,2023-03-25,1.9,Credit Card,-0.15728420859033226,2023,3,5,32,1
4001,Umbrella,177.0,2022-11-22,2.3,Cash,1.4026067421915835,2022,11,1,47,0
3996,Sun Hat,110.0,2023-06-20,3.7,Credit Card,0.06270041267378407,2023,6,1,37,1
3998,Tie,111.0,2023-07-10,3.3,Credit Card,0.08269901460688554,2023,7,0,43,1
4017,Jacket,31.0,2023-05-15,4.5,Cash,-1.5171891400412332,2023,5,0,16,0
3986,Trousers,106.0,2022-10-12,1.6,Credit Card,-0.01729399505862187,2022,10,2,45,1
3967,Handbag,94.0,2022-11-15,1.8,Cash,-0.25727721825583966,2022,11,1,13,0
4038,Hoodie,181.0,2023-06-12,1.1,Credit Card,1.4826011499239895,2023,6,0,15,1
4104,Swimsuit,199.0,2023-08-15,4.4,Cash,1.8425759847198162,2023,8,1,40,0
3989,Trousers,144.0,2023-08-13,3.2,Credit Card,0.7426528783992346,2023,8,6,45,1
4069,Jumpsuit,119.0,2023-07-18,2.3,Cash,0.24268783007169742,2023,7,1,18,0
4023,Sneakers,140.0,2023-01-06,1.9,Cash,0.6626584706668286,2023,1,4,35,0
4051,Pants,102.0,2022-12-29,2.2,Cash,-0.09728840279102781,2022,12,3,25,0
4004,Gloves,64.0,2023-03-04,2.1,Credit Card,-0.8572352762488842,2023,3,5,12,1
4009,Sneakers,134.0,2023-09-24,1.9,Credit Card,0.5426668590682197,2023,9,6,35,1
4100,T-shirt,107.0,2023-01-03,1.5,Credit Card,0.0027046068744796137,2023,1,1,41,1
3965,Skirt,49.0,2022-10-23,2.8,Cash,-1.1572143052454065,2022,10,6,33,0
4038,Pajamas,119.0,2022-12-27,2.5,Credit Card,0.24268783007169742,2022,12,1,24,1
4045,Gloves,35.0,2023-02-25,4.0,Cash,-1.4371947323088272,2023,2,5,12,0
3994,Pajamas,148.0,2023-07-15,2.5,Credit Card,0.8226472861316404,2023,7,5,24,1
4052,Skirt,144.0,2023-01-22,2.6,Credit Card,0.7426528783992346,2023,1,6,33,1
4071,Shorts,110.5,2023-05-17,2.5,Cash,0.07269971364033481,2023,5,2,32,0
4095,Hat,168.0,2023-03-08,1.4,Credit Card,1.22261932479367,2023,3,2,14,1
3998,Flannel Shirt,107.0,2023-02-15,4.7,Cash,0.0027046068744796137,2023,2,2,10,0
4093,Camisole,51.0,2023-02-15,1.5,Cash,-1.1172171013792034,2023,2,2,6,0
4034,Blazer,119.5,2022-11-10,1.5,Credit Card,0.25268713103824814,2022,11,3,2,1
3988,Slippers,169.0,2023-06-13,3.4,Credit Card,1.2426179267267716,2023,6,1,34,1
3963,Kimono,52.0,2022-12-27,2.3,Cash,-1.097218499446102,2022,12,1,19,0
4060,Skirt,21.0,2023-01-22,4.9,Credit Card,-1.717175159372248,2023,1,6,33,1
4084,Flannel Shirt,183.0,2023-02-16,2.4,Credit Card,1.5225983537901924,2023,2,3,10,1
3994,Raincoat,123.0,2023-03-27,1.4,Cash,0.3226822378041034,2023,3,0,28,0
4074,Tank Top,124.0,2023-05-09,1.0,Cash,0.3426808397372048,2023,5,1,42,0
4038,Sunglasses,71.0,2023-03-22,2.6,Credit Card,-0.7172450627171738,2023,3,2,38,1
3996,Cardigan,130.0,2023-01-10,2.4,Cash,0.46267245133581375,2023,1,1,7,0
3958,Sun Hat,59.0,2023-06-15,4.3,Credit Card,-0.9572282859143916,2023,6,3,37,1
4096,Sneakers,156.0,2023-04-19,4.4,Cash,0.9826361015964523,2023,4,2,35,0
4086,Loafers,128.0,2023-07-22,5.0,Credit Card,0.42267524746961077,2023,7,5,21,1
4041,Skirt,107.0,2023-02-09,3.196296296296296,Credit Card,0.0027046068744796137,2023,2,3,33,1
4122,Sweater,117.0,2023-05-19,2.6,Credit Card,0.20269062620549444,2023,5,4,39,1
4032,Coat,61.0,2023-07-20,4.8,Cash,-0.9172310820481886,2023,7,3,8,0
4078,Leggings,45.0,2022-10-07,3.6,Credit Card,-1.2372087129778124,2022,10,4,20,1
4031,Tunic,23.0,2022-12-25,1.6,Credit Card,-1.677177955506045,2022,12,6,46,1
4103,Pajamas,105.0,2023-04-03,3.3,Credit Card,-0.037292596991723354,2023,4,0,24,1
3994,Hat,36.0,2023-03-01,1.6,Credit Card,-1.4171961303757257,2023,3,2,14,1
4101,Raincoat,142.0,2023-07-03,4.0,Credit Card,0.7026556745330316,2023,7,0,28,1
4070,Poncho,82.0,2023-04-09,2.953030303030303,Cash,-0.4972604414530575,2023,4,6,27,0
4043,Umbrella,105.0,2023-01-25,4.5,Cash,-0.037292596991723354,2023,1,2,47,0
3985,Polo Shirt,104.0,2023-04-13,2.5,Cash,-0.057291198924824836,2023,4,3,26,0
4079,Sun Hat,141.0,2022-12-11,1.6,Credit Card,0.68265707259993,2022,12,6,37,1
3967,Loafers,127.0,2023-05-04,4.7,Cash,0.4026766455365093,2023,5,3,21,0
3992,Vest,66.0,2023-07-15,4.0,Cash,-0.8172380723826812,2023,7,5,48,0
4098,Onesie,99.0,2023-07-19,1.7,Cash,-0.15728420859033226,2023,7,2,22,0
3986,Slippers,116.0,2022-10-23,1.4,Cash,0.18269202427239298,2022,10,6,34,0
4035,Blouse,135.0,2023-02-22,3.0,Cash,0.5626654610013212,2023,2,2,3,0
3963,Sandals,70.0,2023-09-19,3.5,Cash,-0.7372436646502752,2023,9,1,30,0
4059,T-shirt,30.0,2023-05-29,2.1,Cash,-1.5371877419743347,2023,5,0,41,0
4115,Umbrella,17.0,2022-12-29,4.1,Cash,-1.797169567104654,2022,12,3,47,0
4013,Trench Coat,35.0,2023-01-11,4.6,Cash,-1.4371947323088272,2023,1,2,44,0
4071,Romper,176.0,2023-06-23,3.123529411764706,Cash,1.382608140258482,2023,6,4,29,0
4048,Pants,47.0,2023-05-12,4.7,Cash,-1.1972115091116093,2023,5,4,25,0
3980,Wallet,107.0,2023-09-28,3.1880597014925374,Cash,0.0027046068744796137,2023,9,3,49,0
4040,Blouse,130.0,2023-02-15,3.4,Credit Card,0.46267245133581375,2023,2,2,3,1
3971,Pants,45.0,2022-11-03,1.6,Cash,-1.2372087129778124,2022,11,3,25,0
4112,Pajamas,130.0,2023-09-01,2.8205479452054796,Credit Card,0.46267245133581375,2023,9,4,24,1
4121,Sunglasses,11.0,2022-10-08,1.4,Cash,-1.9171611787032627,2022,10,5,38,0
4006,Poncho,14.0,2022-10-03,1.4,Cash,-1.8571653729039583,2022,10,0,27,0
4106,Sneakers,48.0,2023-08-02,4.9,Cash,-1.177212907178508,2023,8,2,35,0
4091,Sweater,196.0,2023-03-24,3.1,Cash,1.7825801789205116,2023,3,4,39,0
4013,Camisole,118.0,2023-01-26,3.4,Cash,0.22268922813859593,2023,1,3,6,0
4028,Handbag,94.0,2023-06-15,2.2,Cash,-0.25727721825583966,2023,6,3,13,0
4007,Swimsuit,87.0,2023-03-23,4.6,Cash,-0.3972674317875501,2023,3,3,40,0
3962,Romper,107.0,2023-08-18,3.6,Credit Card,0.0027046068744796137,2023,8,4,29,1
3978,Jumpsuit,173.0,2023-03-11,3.5,Cash,1.3226123344591776,2023,3,5,18,0
4094,Boots,127.0,2023-06-05,2.9,Credit Card,0.4026766455365093,2023,6,0,4,1
4071,Umbrella,105.0,2023-02-16,4.4,Cash,-0.037292596991723354,2023,2,3,47,0
3979,Loafers,137.0,2022-12-30,1.9,Credit Card,0.6026626648675242,2022,12,4,21,1
4088,Tie,14.0,2022-11-17,4.8,Credit Card,-1.8571653729039583,2022,11,3,43,1
4057,Romper,157.0,2023-04-20,1.3,Credit Card,1.0026347035295538,2023,4,3,29,1
4006,Overalls,46.0,2023-02-21,3.023076923076923,Cash,-1.2172101110447109,2023,2,1,23,0
4082,Hat,10.0,2023-01-30,4.5,Cash,-1.9371597806363643,2023,1,0,14,0
4038,Bowtie,71.0,2023-03-15,1.9,Cash,-0.7172450627171738,2023,3,2,5,0
4111,Raincoat,57.0,2023-07-31,3.6,Credit Card,-0.9972254897805946,2023,7,0,28,1
4111,Overalls,31.0,2023-08-06,4.9,Credit Card,-1.5171891400412332,2023,8,6,23,1
4087,Trench Coat,102.0,2022-10-10,3.1,Cash,-0.09728840279102781,2022,10,0,44,0
3971,Cardigan,112.0,2022-10-18,4.5,Cash,0.10269761653998703,2022,10,1,7,0
4049,Sneakers,139.0,2023-07-26,1.5,Credit Card,0.642659868733727,2023,7,2,35,1
4058,Belt,139.0,2023-01-22,3.6,Cash,0.642659868733727,2023,1,6,1,0
3994,Flannel Shirt,109.0,2023-06-03,4.7,Credit Card,0.042701810740682584,2023,6,5,10,1
4066,Romper,21.0,2023-07-02,3.123529411764706,Cash,-1.717175159372248,2023,7,6,29,0
4051,Gloves,105.0,2022-11-10,2.5,Credit Card,-0.037292596991723354,2022,11,3,12,1
4055,Blazer,14.0,2023-02-13,3.049230769230769,Cash,-1.8571653729039583,2023,2,0,2,0
4052,Handbag,27.0,2023-09-11,1.7,Cash,-1.5971835477736391,2023,9,0,13,0
3960,Hoodie,197.0,2023-05-08,1.1,Cash,1.8025787808536131,2023,5,0,15,0
4029,Blazer,36.0,2022-10-27,1.6,Cash,-1.4171961303757257,2022,10,3,2,0
4045,Tie,198.0,2023-03-07,3.3,Cash,1.8225773827867147,2023,3,1,43,0
4046,Jumpsuit,44.0,2023-06-09,2.4,Cash,-1.257207314910914,2023,6,4,18,0
4035,Leggings,96.0,2023-08-29,4.3,Credit Card,-0.2172800143896367,2023,8,1,20,1
4071,Hoodie,174.0,2023-08-23,2.8,Credit Card,1.3426109363922791,2023,8,2,15,1
4100,Handbag,94.0,2023-04-30,3.5,Credit Card,-0.25727721825583966,2023,4,6,13,1
